index,Style,Category,Size,Qty
109805,J0243,Ethnic Dress,3XL,1
109806,SET203,Set,L,1
109807,JNE3366,kurta,M,1
109808,JNE3721,kurta,XL,0
109809,JNE3675,Top,XXL,1
109810,SET246,Set,M,1
109811,SET319,Set,XS,1
109812,J0152,Western Dress,M,1
109813,SET345,Set,M,0
109814,JNE3487,kurta,L,1
109815,SET324,Set,XXL,1
109816,JNE3440,kurta,L,1
109817,JNE3739,kurta,XL,1
109818,SET209,Set,XL,1
109819,JNE3804,kurta,XXL,1
109820,J0215,Blouse,L,1
109821,J0216,Blouse,L,1
109822,SET432,Set,XXL,1
109823,JNE3437,kurta,XL,1
109824,JNE3781,kurta,M,1
109825,SET398,Set,S,1
109826,JNE3468,kurta,XL,1
109827,J0119,Top,XL,1
109828,MEN5026,kurta,XL,1
109829,JNE3676,Top,S,1
109830,JNE3701,kurta,XXL,0
109831,JNE1906,kurta,S,1
109832,JNE3753,kurta,3XL,1
109833,JNE3701,kurta,XXL,1
109834,JNE3797,Western Dress,XXL,1
109835,JNE3797,Western Dress,M,1
109836,J0195,Top,XS,1
109837,J0119,Top,XXL,1
109838,JNE1525,kurta,S,1
109839,JNE3797,Western Dress,M,1
109840,SET264,Set,M,1
109841,SET268,Set,M,1
109842,J0005,Western Dress,S,1
109843,JNE3675,Top,XL,1
109844,JNE3601,kurta,L,1
109845,SET187,Set,3XL,1
109846,JNE3903,kurta,XXL,1
109847,MEN5015,kurta,XL,1
109848,SET349,Set,M,1
109849,JNE3456,kurta,S,1
109850,JNE3659,Top,L,1
109851,SET350,Set,XL,1
109852,JNE3837,kurta,XS,1
109853,SET338,Set,XXL,1
109854,SET277,Set,XXL,1
109855,SET233,Set,XXL,1
109856,J0344,Top,M,1
109857,JNE3459,kurta,L,1
109858,JNE3440,kurta,XL,1
109859,JNE3376,kurta,L,1
109860,NW013,Set,XS,1
109861,MEN5008,kurta,L,1
109862,MEN5011,kurta,M,1
109863,MEN5027,kurta,XXL,1
109864,JNE3869,Western Dress,S,0
109865,JNE3634,kurta,3XL,1
109866,JNE3781,kurta,XL,1
109867,JNE3691,Top,L,1
109868,J0285,Set,S,1
109869,JNE3160,kurta,M,1
109870,SET265,Set,3XL,1
109871,JNE3506,kurta,L,1
109872,JNE3640,Top,L,1
109873,J0350,Set,XL,1
109874,JNE3781,kurta,XL,1
109875,SET250,Set,3XL,0
109876,J0386,kurta,XL,1
109877,JNE3363,kurta,XL,1
109878,JNE3363,kurta,M,1
109879,JNE3399,kurta,M,1
109880,JNE3619,kurta,XS,1
109881,JNE3648,Top,L,1
109882,JNE3797,Western Dress,M,1
109883,SET285,Set,3XL,1
109884,SET184,Set,3XL,1
109885,J0012,Set,L,1
109886,JNE3252,kurta,XS,1
109887,SET436,Set,XXL,1
109888,JNE3879,Western Dress,XXL,1
109889,JNE3797,Western Dress,M,1
109890,SET087,Set,XL,1
109891,SET355,Set,XXL,1
109892,J0379,Set,L,1
109893,SET310,Set,L,1
109894,SET325,Set,L,1
109895,J0119,Top,XL,1
109896,JNE3659,Top,XS,1
109897,J0244,Set,S,1
109898,JNE3559,kurta,L,1
109899,JNE3516,kurta,XXL,1
109900,JNE3797,Western Dress,M,1
109901,SET210,Set,L,1
109902,JNE3880,Western Dress,XS,1
109903,JNE3887,kurta,L,1
109904,JNE3718,kurta,L,1
109905,JNE3714,kurta,L,1
109906,JNE3487,kurta,XS,1
109907,PSET264,Set,6XL,1
109908,J0337,Top,S,1
109909,J0344,Top,S,1
109910,JNE3468,kurta,L,1
109911,JNE3797,Western Dress,XS,1
109912,SET331,Set,L,1
109913,JNE3801,kurta,M,1
109914,SET320,Set,XXL,1
109915,SET278,Set,M,1
109916,J0388,Top,L,1
109917,PJNE2199,kurta,4XL,1
109918,JNE3888,kurta,XXL,1
109919,JNE3886,kurta,XXL,1
109920,SET319,Set,L,1
109921,SET321,Set,L,1
109922,SET287,Set,L,1
109923,SET286,Set,L,1
109924,SET350,Set,L,1
109925,MEN5027,kurta,L,1
109926,NW029,Set,XXL,1
109927,NW014,Set,XXL,1
109928,SET278,Set,M,1
109929,J0355,kurta,XXL,1
109930,JNE3801,kurta,S,1
109931,JNE3797,Western Dress,M,1
109932,JNE3440,kurta,3XL,1
109933,JNE3609,kurta,XL,1
109934,JNE3612,kurta,XL,1
109935,J0385,kurta,S,1
109936,JNE3786,kurta,3XL,1
109937,PJNE3364,kurta,6XL,1
109938,SET310,Set,XS,1
109939,SET203,Set,3XL,1
109940,MEN5015,kurta,XL,1
109941,MEN5027,kurta,L,1
109942,MEN5006,kurta,XL,1
109943,SET203,Set,3XL,0
109944,JNE3516,kurta,XXL,1
109945,PJNE3399,kurta,5XL,1
109946,JNE3706,Western Dress,M,1
109947,J0230,Set,M,1
109948,J0239,Set,M,0
109949,SET356,Set,XL,1
109950,JNE3365,kurta,XL,0
109951,JNE3634,kurta,XXL,1
109952,JNE3822,kurta,XL,1
109953,SET346,Set,XL,1
109954,J0011,Set,XS,1
109955,JNE3791,Ethnic Dress,3XL,1
109956,JNE2305,kurta,M,1
109957,JNE2270,kurta,XS,1
109958,J0243,Ethnic Dress,XXL,1
109959,BTM003,Bottom,3XL,1
109960,JNE3797,Western Dress,3XL,1
109961,JNE3797,Western Dress,L,1
109962,JNE3797,Western Dress,M,1
109963,J0334,Top,XXL,1
109964,J0012,Set,XXL,1
109965,JNE3500,kurta,XXL,1
109966,JNE3721,kurta,L,1
109967,JNE3703,kurta,XL,1
109968,SET322,Set,3XL,1
109969,JNE3665,Top,M,1
109970,JNE3517,kurta,M,1
109971,SET343,Set,XXL,1
109972,JNE3373,kurta,M,1
109973,MEN5015,kurta,XXL,1
109974,JNE3288,kurta,L,1
109975,SET156,Set,S,1
109976,J0008,Set,M,0
109977,JNE2100,kurta,XXL,0
109978,JNE3486,kurta,S,1
109979,J0095,Set,3XL,1
109980,JNE3440,kurta,XS,1
109981,JNE2205,kurta,M,1
109982,SET278,Set,XS,1
109983,J0344,Top,L,1
109984,SET156,Set,M,0
109985,JNE3437,kurta,L,1
109986,JNE3797,Western Dress,M,1
109987,JNE3800,Western Dress,M,1
109988,JNE3801,kurta,XXL,1
109989,J0301,Top,XXL,1
109990,JNE3721,kurta,L,3
109991,J0349,Set,S,1
109992,NW037,Set,L,1
109993,J0008,Set,M,0
109994,SET171,Set,XS,1
109995,SET278,Set,XXL,1
109996,JNE3822,kurta,M,1
109997,J0014,Set,S,1
109998,BL103,Blouse,XL,1
109999,JNE3822,kurta,XL,1
110000,JNE3487,kurta,M,1
110001,SET350,Set,M,1
110002,SET265,Set,S,1
110003,JNE3560,kurta,XL,1
110004,JNE3806,kurta,XXL,1
110005,JNE3458,kurta,3XL,1
110006,JNE3614,kurta,XXL,1
110007,NW029,Set,L,1
110008,J0118,Top,XL,1
110009,J0090,Top,XS,1
110010,J0337,Top,XL,1
110011,SET304,Set,XL,1
110012,SET171,Set,XS,1
110013,JNE3652,Top,XXL,1
110014,SET058,Set,XL,1
110015,JNE3822,kurta,XXL,1
110016,MEN5006,kurta,XXL,1
110017,SET110,Set,M,1
110018,SET268,Set,XXL,1
110019,SET043,Set,M,0
110020,SET350,Set,S,1
110021,J0230,Set,XL,1
110022,JNE3880,Western Dress,3XL,1
110023,J0230,Set,XL,1
110024,JNE3365,kurta,L,1
110025,JNE3801,kurta,M,1
110026,SET290,Set,3XL,1
110027,JNE3399,kurta,M,1
110028,JNE3797,Western Dress,3XL,1
110029,JNE3721,kurta,M,1
110030,BL035,Blouse,Free,0
110031,MEN5027,kurta,XL,1
110032,J0349,Set,M,1
110033,JNE3487,kurta,XXL,1
110034,JNE3802,kurta,XS,1
110035,JNE3810,kurta,L,1
110036,JNE3720,kurta,XL,1
110037,J0295,Western Dress,M,1
110038,J0097,kurta,M,1
110039,JNE3463,kurta,M,1
110040,SET331,Set,S,1
110041,JNE3614,kurta,XL,1
110042,J0341,Western Dress,3XL,1
110043,SET055,Set,XXL,1
110044,SET328,Set,L,1
110045,SET273,Set,M,1
110046,JNE3801,kurta,M,1
110047,JNE3784,kurta,XS,1
110048,SET325,Set,XS,1
110049,SET324,Set,M,1
110050,J0118,Top,S,1
110051,SET286,Set,L,1
110052,JNE3795,kurta,XL,1
110053,J0157,Western Dress,L,1
110054,J0401,Western Dress,L,1
110055,J0006,Ethnic Dress,3XL,1
110056,JNE3463,kurta,XS,0
110057,JNE3793,kurta,XL,1
110058,JNE3405,kurta,L,1
110059,JNE3715,kurta,L,1
110060,SET265,Set,M,1
110061,J0013,Set,M,1
110062,JNE3689,Top,L,0
110063,JNE3384,kurta,3XL,1
110064,JNE3407,kurta,L,1
110065,JNE3869,Western Dress,S,1
110066,PJNE3364,kurta,6XL,1
110067,SET344,Set,XXL,1
110068,JNE3802,kurta,M,1
110069,MEN5025,kurta,3XL,1
110070,SET132,Set,S,1
110071,JNE3633,kurta,S,1
110072,J0119,Top,M,1
110073,J0377,Set,M,1
110074,SET369,Set,S,1
110075,SET319,Set,L,1
110076,J0003,Set,S,1
110077,JNE3560,kurta,XL,1
110078,J0090,Top,L,1
110079,JNE3671,Top,L,1
110080,JNE3797,Western Dress,M,1
110081,JNE3725,kurta,L,1
110082,JNE3291,kurta,XXL,1
110083,JNE3468,kurta,XL,1
110084,JNE3510,kurta,XL,1
110085,SET324,Set,XL,1
110086,JNE3797,Western Dress,M,1
110087,JNE3869,Western Dress,XS,0
110088,J0150,kurta,XS,1
110089,JNE3764,kurta,M,1
110090,JNE3619,kurta,L,1
110091,JNE3797,Western Dress,M,1
110092,JNE3566,kurta,XL,1
110093,JNE3638,kurta,XL,1
110094,JNE3718,kurta,XL,1
110095,JNE3722,kurta,XL,1
110096,J0179,kurta,XL,1
110097,JNE3704,kurta,XL,1
110098,JNE3501,kurta,XL,1
110099,JNE3633,kurta,XL,1
110100,JNE3720,kurta,XL,1
110101,JNE3797,Western Dress,XS,1
110102,JNE3467,kurta,M,1
110103,JNE3792,kurta,M,1
110104,SET350,Set,L,1
110105,SET392,Set,S,0
110106,J0119,Top,3XL,1
110107,SET291,Set,S,1
110108,J0355,kurta,XXL,1
110109,JNE3405,kurta,L,1
110110,JNE3291,kurta,M,1
110111,JNE3878,kurta,L,1
110112,JNE3739,kurta,L,1
110113,BL113,Blouse,XL,1
110114,JNE3764,kurta,M,0
110115,SET396,Set,XL,1
110116,J0343,Western Dress,M,1
110117,J0219,Blouse,M,1
110118,JNE3721,kurta,M,1
110119,JNE3373,kurta,M,0
110120,JNE3440,kurta,XXL,1
110121,J0006,Ethnic Dress,XL,1
110122,J0244,Set,L,1
110123,SET183,Set,M,1
110124,JNE3799,kurta,XS,1
110125,JNE3905,Western Dress,M,1
110126,SET357,Set,XXL,0
110127,J0413,Western Dress,XS,1
110128,J0416,Western Dress,XS,1
110129,JNE3399,kurta,L,1
110130,J0344,Top,M,1
110131,JNE3633,kurta,XL,1
110132,SET359,Set,XL,1
110133,JNE3862,Top,S,1
110134,JNE3797,Western Dress,L,1
110135,JNE3515,kurta,S,1
110136,SET014,Set,XL,1
110137,JNE3634,kurta,L,1
110138,JNE3510,kurta,XXL,1
110139,JNE3837,kurta,L,1
110140,SET408,Set,S,1
110141,JNE3506,kurta,XL,1
110142,JNE3721,kurta,M,1
110143,JNE3741,kurta,XL,1
110144,JNE3487,kurta,S,1
110145,JNE3603,kurta,S,1
110146,SET350,Set,3XL,1
110147,J0198,Top,XL,1
110148,JNE3823,kurta,XS,1
110149,JNE2291,kurta,S,0
110150,J0354,kurta,XL,1
110151,JNE2305,kurta,XS,1
110152,J0230,Set,M,1
110153,JNE3797,Western Dress,S,1
110154,JNE3797,Western Dress,XXL,0
110155,JNE3797,Western Dress,L,1
110156,JNE3659,Top,XL,0
110157,JNE3636,kurta,XXL,1
110158,JNE3810,kurta,L,1
110159,JNE3334,kurta,M,1
110160,JNE3797,Western Dress,M,1
110161,JNE2100,kurta,XXL,0
110162,JNE3373,kurta,XS,0
110163,JNE3439,kurta,XL,1
110164,MEN5008,kurta,L,1
110165,MEN5015,kurta,XXL,1
110166,MEN5021,kurta,L,1
110167,JNE3865,Top,XXL,1
110168,SET331,Set,M,1
110169,SET144,Set,M,1
110170,J0007,Set,XL,1
110171,JNE3797,Western Dress,XS,0
110172,JNE3376,kurta,L,1
110173,J0168,Ethnic Dress,M,0
110174,SET323,Set,L,1
110175,JNE3440,kurta,S,1
110176,JNE2153,kurta,M,1
110177,JNE3618,kurta,XXL,1
110178,J0003,Set,S,1
110179,SET339,Set,M,1
110180,MEN5019,kurta,M,1
110181,JNE3797,Western Dress,M,1
110182,JNE3405,kurta,XXL,1
110183,J0301,Top,S,1
110184,J0008,Set,XL,1
110185,J0395,Western Dress,XS,1
110186,JNE3790,kurta,L,1
110187,SAR029,Saree,Free,1
110188,SET293,Set,XL,0
110189,SET293,Set,L,0
110190,J0349,Set,XXL,1
110191,J0402,Western Dress,S,1
110192,J0281,Set,S,1
110193,SET342,Set,3XL,1
110194,JNE3797,Western Dress,M,1
110195,J0119,Top,L,1
110196,J0198,Top,M,1
110197,JNE3863,Top,XL,1
110198,SET293,Set,3XL,0
110199,SET331,Set,S,1
110200,J0002,Set,S,1
110201,SET323,Set,M,0
110202,JNE3794,kurta,XL,1
110203,PJNE3373,kurta,6XL,1
110204,JNE3797,Western Dress,XXL,1
110205,J0089,Top,XS,1
110206,SAR027,Saree,Free,1
110207,JNE3801,kurta,S,1
110208,JNE2266,kurta,XXL,1
110209,JNE3611,kurta,XXL,1
110210,J0300,Top,3XL,0
110211,JNE3764,kurta,M,1
110212,JNE3373,kurta,M,0
110213,MEN5011,kurta,M,1
110214,JNE3838,kurta,XL,1
110215,J0339,Western Dress,XL,1
110216,SET356,Set,S,1
110217,J0281,Set,S,0
110218,J0335,Western Dress,L,1
110219,JNE3838,kurta,XL,0
110220,AN207,Bottom,S,1
110221,MEN5007,kurta,M,1
110222,MEN5028,kurta,M,1
110223,SET392,Set,M,0
110224,JNE3797,Western Dress,S,0
110225,J0277,Set,M,1
110226,SET350,Set,XL,1
110227,JNE3775,kurta,XL,1
110228,JNE3487,kurta,XL,1
110229,J0162,Set,S,1
110230,JNE3905,Western Dress,L,1
110231,JNE3613,kurta,S,1
110232,JNE3885,kurta,3XL,0
110233,JNE3439,kurta,XXL,1
110234,JNE3764,kurta,M,0
110235,JNE3714,kurta,M,1
110236,J0340,Top,L,1
110237,SET350,Set,L,1
110238,JNE3797,Western Dress,M,1
110239,SET350,Set,L,1
110240,SET319,Set,XXL,1
110241,JNE3611,kurta,XXL,0
110242,J0095,Set,XXL,1
110243,SET339,Set,L,1
110244,SET402,Set,L,1
110245,SET277,Set,XS,1
110246,SET286,Set,XS,1
110247,SET350,Set,L,1
110248,SET318,Set,3XL,0
110249,JNE3810,kurta,S,1
110250,SET374,Set,3XL,1
110251,PJNE3363,kurta,5XL,1
110252,PJNE3607,kurta,5XL,1
110253,JNE1906,kurta,XS,1
110254,SET317,Set,S,1
110255,JNE3373,kurta,M,1
110256,J0349,Set,M,1
110257,JNE3797,Western Dress,L,1
110258,JNE3716,kurta,S,0
110259,JNE3689,Top,XXL,1
110260,JNE3440,kurta,3XL,0
110261,JNE3291,kurta,XL,1
110262,J0296,Western Dress,XS,1
110263,SET293,Set,L,0
110264,JNE3797,Western Dress,L,0
110265,JNE3640,Top,M,1
110266,J0245,Set,XL,1
110267,JNE3463,kurta,XXL,1
110268,JNE3797,Western Dress,L,1
110269,J0379,Set,XXL,1
110270,JNE3614,kurta,XXL,1
110271,SET306,Set,M,1
110272,J0335,Western Dress,XL,1
110273,JNE3739,kurta,L,1
110274,JNE3797,Western Dress,XS,1
110275,J0006,Ethnic Dress,XL,1
110276,J0007,Set,3XL,1
110277,SET130,Set,XXL,1
110278,SET187,Set,3XL,0
110279,JNE3487,kurta,XXL,0
110280,J0230,Set,3XL,1
110281,MEN5004,kurta,L,1
110282,JNE3792,kurta,XL,1
110283,JNE3615,kurta,XL,1
110284,MEN5026,kurta,3XL,1
110285,J0007,Set,3XL,0
110286,J0277,Set,S,1
110287,J0277,Set,M,1
110288,J0277,Set,XS,1
110289,JNE3491,kurta,L,1
110290,JNE3856,kurta,L,1
110291,SET345,Set,3XL,1
110292,JNE3878,kurta,XL,1
110293,J0239,Set,XS,1
110294,SET331,Set,M,1
110295,J0230,Set,3XL,0
110296,J0202,Top,XXL,1
110297,JNE3785,kurta,XXL,1
110298,JNE3461,kurta,L,1
110299,SET334,Set,L,1
110300,J0126,Set,3XL,1
110301,SET324,Set,M,1
110302,NW004,Set,S,0
110303,SET350,Set,XXL,0
110304,SET392,Set,M,1
110305,J0164,Ethnic Dress,M,1
110306,JNE3728,kurta,XXL,1
110307,J0119,Top,3XL,1
110308,J0342,Top,L,1
110309,JNE3440,kurta,3XL,1
110310,J0037,kurta,3XL,1
110311,JNE3618,kurta,XXL,0
110312,JNE2049,kurta,XXL,1
110313,SET327,Set,XL,1
110314,JNE3366,kurta,M,1
110315,JNE3797,Western Dress,L,1
110316,JNE3661,Top,XL,1
110317,JNE3861,Western Dress,XL,1
110318,NW028,Set,XL,1
110319,J0376,Set,XXL,1
110320,JNE3634,kurta,XXL,1
110321,J0339,Western Dress,XXL,1
110322,JNE3753,kurta,L,1
110323,JNE3399,kurta,XL,1
110324,JNE3697,kurta,L,1
110325,JNE3798,Western Dress,XL,1
110326,SET396,Set,XS,1
110327,J0135,Set,XS,1
110328,SET350,Set,XL,1
110329,J0349,Set,3XL,1
110330,J0350,Set,XL,0
110331,JNE3745,kurta,M,1
110332,J0013,Set,M,1
110333,JNE3396,kurta,XS,1
110334,JNE3633,kurta,XXL,1
110335,JNE3775,kurta,M,1
110336,SET058,Set,XL,1
110337,SET374,Set,S,1
110338,JNE3797,Western Dress,3XL,1
110339,JNE3697,kurta,M,1
110340,SET395,Set,XXL,1
110341,SET350,Set,XL,1
110342,SET350,Set,L,1
110343,J0230,Set,M,0
110344,J0013,Set,M,1
110345,JNE3797,Western Dress,3XL,1
110346,SET293,Set,M,1
110347,JNE3838,kurta,L,1
110348,JNE3797,Western Dress,M,1
110349,JNE3869,Western Dress,XS,1
110350,JNE1234,kurta,S,0
110351,JNE3719,kurta,L,1
110352,J0341,Western Dress,S,1
110353,SET300,Set,XL,1
110354,SET392,Set,M,1
110355,JNE3798,Western Dress,XL,1
110356,JNE3543,kurta,S,1
110357,JNE3363,kurta,XS,1
110358,JNE3802,kurta,3XL,1
110359,JNE3614,kurta,3XL,1
110360,JNE3838,kurta,L,0
110361,J0401,Western Dress,S,1
110362,J0117,Top,XS,1
110363,JNE3560,kurta,M,1
110364,JNE3869,Western Dress,M,1
110365,JNE3627,kurta,M,1
110366,JNE3554,kurta,XXL,1
110367,JNE3800,Western Dress,XL,1
110368,J0157,Western Dress,XXL,1
110369,JNE3437,kurta,XXL,1
110370,JNE3399,kurta,XXL,0
110371,MEN5007,kurta,M,1
110372,JNE3797,Western Dress,3XL,1
110373,SET304,Set,XXL,1
110374,JNE3710,Western Dress,3XL,1
110375,JNE3466,kurta,XXL,1
110376,JNE3609,kurta,L,1
110377,MEN5001,kurta,XXL,1
110378,J0386,kurta,3XL,1
110379,SET357,Set,XXL,1
110380,J0041,Set,S,1
110381,SET271,Set,S,1
110382,SET331,Set,L,1
110383,PJNE3068,kurta,4XL,1
110384,SET044,Set,S,1
110385,SET402,Set,M,1
110386,JNE3291,kurta,XXL,1
110387,SET332,Set,M,0
110388,SET403,Set,S,1
110389,JNE3793,kurta,S,0
110390,JNE3030,kurta,3XL,1
110391,JNE3760,kurta,L,1
110392,JNE3797,Western Dress,L,1
110393,J0010,Set,3XL,1
110394,JNE3739,kurta,S,1
110395,SET044,Set,S,0
110396,JNE3798,Western Dress,XXL,1
110397,SET401,Set,XL,1
110398,J0372,Set,L,1
110399,SET343,Set,XL,1
110400,SET217,Set,L,1
110401,J0252,Set,L,1
110402,SET304,Set,L,1
110403,J0230,Set,XL,1
110404,JNE3797,Western Dress,M,1
110405,JNE3407,kurta,L,1
110406,J0126,Set,L,1
110407,JNE3797,Western Dress,L,1
110408,J0112,Top,XS,1
110409,SET327,Set,L,1
110410,JNE3905,Western Dress,XL,1
110411,JNE3560,kurta,M,1
110412,J0375,Set,3XL,1
110413,J0239,Set,XS,0
110414,JNE2171,kurta,S,1
110415,SET327,Set,S,1
110416,SET350,Set,M,1
110417,JNE3718,kurta,S,1
110418,SET350,Set,M,1
110419,JNE3567,kurta,S,1
110420,SET392,Set,M,1
110421,JNE3751,kurta,S,1
110422,SET336,Set,S,1
110423,J0095,Set,S,1
110424,SET374,Set,M,1
110425,SET183,Set,M,0
110426,J0244,Set,S,1
110427,J0239,Set,3XL,0
110428,SET302,Set,3XL,0
110429,SET331,Set,L,0
110430,J0344,Top,L,1
110431,SET343,Set,M,1
110432,JNE3838,kurta,L,1
110433,SET186,Set,XS,1
110434,JNE3721,kurta,XS,1
110435,JNE3399,kurta,3XL,1
110436,SET183,Set,3XL,1
110437,J0344,Top,M,1
110438,J0285,Set,3XL,1
110439,JNE3691,Top,XXL,1
110440,SET287,Set,3XL,1
110441,J0119,Top,XL,1
110442,JNE3291,kurta,S,1
110443,J0301,Top,M,1
110444,J0096,kurta,XXL,1
110445,JNE3691,Top,XXL,1
110446,JNE3619,kurta,XXL,1
110447,J0137,Set,XXL,1
110448,SET357,Set,M,1
110449,JNE3865,Top,M,1
110450,NW014,Set,3XL,1
110451,NW034,Set,3XL,1
110452,JNE3793,kurta,M,1
110453,JNE2265,kurta,XS,1
110454,JNE3786,kurta,3XL,0
110455,JNE3751,kurta,3XL,1
110456,JNE3724,kurta,M,1
110457,SET344,Set,L,1
110458,SET293,Set,L,1
110459,J0337,Top,XS,1
110460,J0119,Top,3XL,1
110461,J0349,Set,XS,1
110462,J0230,Set,XL,1
110463,JNE3811,kurta,XL,1
110464,JNE3734,kurta,XL,1
110465,JNE3899,kurta,XL,1
110466,SET350,Set,S,1
110467,JNE3706,Western Dress,XS,1
110468,JNE3412,kurta,L,1
110469,J0281,Set,XL,1
110470,J0279,Set,M,1
110471,J0281,Set,S,1
110472,JNE3730,kurta,M,1
110473,NW027,Set,XXL,1
110474,NW034,Set,3XL,1
110475,JNE3838,kurta,XL,1
110476,JNE3865,Top,XL,1
110477,JNE3522,kurta,XL,1
110478,JNE3735,kurta,S,1
110479,JNE3613,kurta,XXL,1
110480,JNE3721,kurta,XL,0
110481,JNE3291,kurta,XXL,1
110482,J0008,Set,XXL,1
110483,JNE3515,kurta,XL,0
110484,JNE3702,kurta,XL,0
110485,JNE3739,kurta,3XL,1
110486,SET363,Set,XXL,1
110487,JNE3796,kurta,L,1
110488,JNE3865,Top,M,1
110489,J0335,Western Dress,3XL,1
110490,J0379,Set,L,1
110491,JNE3797,Western Dress,M,1
110492,JNE3800,Western Dress,M,1
110493,JNE3718,kurta,M,1
110494,JNE3291,kurta,M,1
110495,JNE3440,kurta,M,1
110496,SET324,Set,M,1
110497,J0095,Set,XXL,1
110498,JNE3690,Top,XL,1
110499,JNE3473,kurta,XL,0
110500,SET116,Set,XL,0
110501,JNE3638,kurta,M,1
110502,J0119,Top,L,1
110503,SET385,Set,M,1
110504,SET308,Set,3XL,1
110505,J0006,Ethnic Dress,XXL,1
110506,JNE3807,kurta,3XL,1
110507,SET286,Set,3XL,1
110508,JNE3560,kurta,XL,1
110509,SET345,Set,XL,1
110510,JNE3636,kurta,3XL,0
110511,J0379,Set,S,1
110512,JNE3790,kurta,XL,1
110513,JNE3431,kurta,L,1
110514,SET396,Set,L,1
110515,J0011,Set,S,1
110516,JNE3894,Top,3XL,1
110517,JNE3862,Top,3XL,1
110518,JNE3637,kurta,L,1
110519,JNE3571,kurta,XXL,1
110520,SET228,Set,3XL,1
110521,JNE3470,kurta,XL,1
110522,J0198,Top,XL,1
110523,JNE3721,kurta,M,1
110524,MEN5008,kurta,L,1
110525,JNE3710,Western Dress,L,0
110526,SET341,Set,XL,1
110527,SET233,Set,M,1
110528,JNE3721,kurta,L,0
110529,SET350,Set,L,1
110530,JNE3648,Top,M,1
110531,PJNE2199,kurta,6XL,1
110532,PSET264,Set,6XL,1
110533,PJNE3291,kurta,6XL,1
110534,SET324,Set,XXL,1
110535,JNE3781,kurta,3XL,1
110536,J0399,Western Dress,XL,1
110537,MEN5021,kurta,M,1
110538,MEN5023,kurta,S,1
110539,JNE3895,Top,3XL,1
110540,JNE3890,Top,3XL,1
110541,JNE3865,Top,3XL,1
110542,JNE3797,Western Dress,3XL,1
110543,JNE3449,kurta,3XL,0
110544,JNE1408,kurta,XS,1
110545,SET350,Set,XL,1
110546,J0119,Top,L,1
110547,JNE3439,kurta,M,1
110548,SET374,Set,XL,1
110549,SET328,Set,L,1
110550,JNE3797,Western Dress,M,1
110551,SET350,Set,L,1
110552,SET131,Set,S,0
110553,JNE3654,Top,XL,1
110554,SET358,Set,M,1
110555,SET374,Set,XL,1
110556,JNE3798,Western Dress,XL,1
110557,NW030,Set,L,1
110558,JNE3716,kurta,L,1
110559,JNE3764,kurta,XXL,1
110560,J0094,kurta,XXL,1
110561,JNE3798,Western Dress,L,1
110562,JNE3607,kurta,S,0
110563,JNE3368,kurta,S,0
110564,JNE3614,kurta,L,1
110565,JNE3797,Western Dress,3XL,1
110566,JNE3611,kurta,XXL,0
110567,SET290,Set,3XL,1
110568,JNE3548,kurta,XXL,1
110569,J0243,Ethnic Dress,XL,1
110570,SET184,Set,XXL,1
110571,JNE3797,Western Dress,XS,1
110572,JNE3640,Top,XS,1
110573,NW012,Set,XL,1
110574,NW001,Set,L,1
110575,JNE3510,kurta,XL,1
110576,JNE3613,kurta,S,0
110577,MEN5026,kurta,XL,1
110578,SET374,Set,L,1
110579,JNE3860,Western Dress,XL,1
110580,JNE3431,kurta,XXL,1
110581,JNE3437,kurta,XL,1
110582,SET276,Set,3XL,1
110583,SET244,Set,M,1
110584,JNE3800,Western Dress,XS,1
110585,SET014,Set,S,1
110586,SET344,Set,M,1
110587,JNE3702,kurta,XXL,1
110588,JNE3718,kurta,L,1
110589,SET350,Set,L,1
110590,JNE3807,kurta,S,1
110591,BL103,Blouse,L,1
110592,JNE3461,kurta,M,1
110593,J0133,kurta,M,1
110594,SET345,Set,M,1
110595,SAR069,Saree,Free,1
110596,JNE3465,kurta,XXL,1
110597,JNE3601,kurta,L,0
110598,J0103,Set,XXL,1
110599,J0007,Set,XXL,1
110600,J0004,Set,XXL,1
110601,J0009,Set,XXL,1
110602,J0002,Set,XXL,1
110603,SET171,Set,3XL,1
110604,J0277,Set,M,0
110605,J0003,Set,S,1
110606,JNE3801,kurta,XS,1
110607,JNE3399,kurta,XL,1
110608,JNE3802,kurta,M,1
110609,SET145,Set,S,1
110610,J0396,Western Dress,L,1
110611,SET290,Set,3XL,0
110612,J0117,Top,3XL,1
110613,JNE3703,kurta,M,1
110614,JNE3761,kurta,M,0
110615,JNE3522,kurta,M,1
110616,JNE3895,Top,3XL,0
110617,JNE3890,Top,3XL,1
110618,PJNE2199,kurta,5XL,1
110619,SET377,Set,XL,1
110620,JNE3431,kurta,XXL,1
110621,JNE3710,Western Dress,3XL,1
110622,SET394,Set,3XL,1
110623,J0147,Set,3XL,1
110624,JNE3466,kurta,XXL,0
110625,J0229,Set,3XL,1
110626,SET291,Set,XS,1
110627,JNE3313,kurta,L,1
110628,J0343,Western Dress,XL,1
110629,JNE3865,Top,L,1
110630,JNE3894,Top,L,1
110631,J0151,kurta,L,1
110632,SET401,Set,L,1
110633,JNE3487,kurta,XXL,1
110634,JNE3468,kurta,3XL,1
110635,SET183,Set,M,1
110636,SET276,Set,M,1
110637,JNE3645,Top,M,1
110638,J0055,Set,XS,1
110639,JNE3797,Western Dress,S,1
110640,SET350,Set,XL,1
